[2026-08-24 22:14:25] [INFO    ] discord.client: logging in using static token
[2026-08-24 22:14:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'official_message_color': None, 'voice_states': [], 'presences': [], 'max_members': 25000000, 'premium_subscription_count': 0, 'safety_alerts_channel_id': None, 'features': [], 'profile': None, 'mfa_level': 0, 'roles': [{'version': 1705556875870, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1197417067352174723', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1724572173731, 'unicode_emoji': None, 'tags': {'bot_id': '1277172405860827158'}, 'position': 1, 'permissions': '274877979648', 'name': 'Wbot', 'mentionable': False, 'managed': True, 'id': '1277173007206580327', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1787147480917, 'unicode_emoji': None, 'tags': {'bot_id': '1539631784441155634'}, 'position': 1, 'permissions': '412317191168', 'name': 'The Dealer', 'mentionable': False, 'managed': True, 'id': '1539632868559552586', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'inventory_settings': None, 'system_channel_flags': 0, 'home_header': None, 'owner_configured_content_level': 0, 'system_channel_id': '1197417067352174726', 'preferred_locale': 'en-US', 'application_id': None, 'guild_space_settings': {'publish_status': 0, 'enabled': True}, 'application_command_counts': {}, 'max_video_channel_users': 25, 'nsfw': False, 'embedded_activities': [], 'id': '1197417067352174723', 'public_updates_channel_id': None, 'name': "lumberloonfreeze's server", 'unavailable': False, 'rules_channel_id': None, 'hub_type': None, 'splash': None, 'explicit_content_filter': 0, 'premium_progress_bar_enabled': False, 'member_count': 3, 'members': [{'user': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '1177', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'threads': [], 'icon': None, 'moderator_reporting': None, 'discovery_splash': None, 'banner': None, 'channels': [{'version': 1705556875873, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text channels', 'id': '1197417067352174724', 'flags': 0}, {'version': 1705556875876, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice channels', 'id': '1197417067352174725', 'flags': 0}, {'version': 1705556875883, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1197417067352174724', 'name': 'general', 'last_message_id': '1539632870052733029', 'id': '1197417067352174726', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1705556875889, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1197417067352174725', 'name': 'General', 'last_message_id': None, 'id': '1197417067352174727', 'icon_emoji': {'name': '🎙️', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1787136111509, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1197417067352174724', 'name': 'blackjack', 'last_message_id': '1540584085011959889', 'id': '1539585182036660334', 'flags': 0}], 'description': None, 'premium_features': None, 'nsfw_level': 0, 'theme': None, 'guild_scheduled_events': [], 'owner_id': '707396728944590879', 'game_application_ids': None, 'afk_timeout': 300, 'verification_role_id': None, 'incidents_data': None, 'experiments': {'evaluation_id': None, 'assignments': []}, 'vanity_url_code': None, 'premium_tier': 0, 'region': 'deprecated', 'max_stage_video_channel_users': 50, 'soundboard_sounds': [], 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'verification_level': 0, 'premium_progress_bar_enabled_user_updated_at': None, 'large': False, 'activity_instances': [], 'lazy': True, 'default_message_notifications': 0, 'version': 1745922986160, 'stage_instances': [], 'latest_onboarding_question_id': None, 'emojis': [], 'stickers': [], 'afk_channel_id': None}}
[2026-08-24 22:14:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:14:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'ce98210b8c59ff66a699060fbfbbf834', 'members': [{'user': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'display_name': 'lumberloonfreeze', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Wbot', 'public_flags': 0, 'primary_guild': None, 'id': '1277172405860827158', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0440', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '68711e5ce7370046e31ecc5f2ddaaf06'}, 'roles': ['1277173007206580327'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-25T07:49:33.747000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '1177', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1197417067352174723', 'chunk_index': 0, 'chunk_count': 1}}
[2026-08-24 22:14:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:14:26] [DEBUG   ] discord.state: Processed a chunk for 3 members in guild ID 1197417067352174723.
[2026-08-24 22:14:28] [DEBUG   ] discord.client: Dispatching event guild_available
[2026-08-24 22:14:28] [DEBUG   ] discord.client: Dispatching event ready
[2026-08-24 22:15:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 4, 'op': 0, 'd': {'user_id': '707396728944590879', 'timestamp': 1787573702, 'member': {'user': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'display_name': 'lumberloonfreeze', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1539585182036660334', 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:01] [DEBUG   ] discord.client: Dispatching event typing
[2026-08-24 22:15:01] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-08-24 22:15:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:04.463000+00:00', 'pinned': False, 'nonce': '1541420576944422912', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420579922513983', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'pls blackjack', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:04] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:04] [DEBUG   ] discord.client: Dispatching event command
[2026-08-24 22:15:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:04.865000+00:00', 'pinned': False, 'nonce': '12622023540098689144', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420581608755210', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'How much do you bet?', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:04] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"How much do you bet? ","components":[],"nonce":"12622023540098689144","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:04] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (62df3a8bf3cb0dd93018dd80d06039f6).
[2026-08-24 22:15:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'How much do you bet?', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:04.865000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420581608755210', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12622023540098689144'}
[2026-08-24 22:15:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:07.153000+00:00', 'pinned': False, 'nonce': '1541420588373901312', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420591205322763', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 's', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:06] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:06] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-08-24 22:15:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2026-08-24 22:15:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-24 22:15:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:09.809000+00:00', 'pinned': False, 'nonce': '1541420599325229056', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420602345398332', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'hit', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:09] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:13.718000+00:00', 'pinned': False, 'nonce': '1541420614911262720', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420618740932749', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'stand', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:13] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 10, 'op': 0, 'd': {'user_id': '707396728944590879', 'timestamp': 1787573742, 'member': {'user': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'display_name': 'lumberloonfreeze', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1539585182036660334', 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:41] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:41] [DEBUG   ] discord.client: Dispatching event typing
[2026-08-24 22:15:41] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-08-24 22:15:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:44.276000+00:00', 'pinned': False, 'nonce': '1541420743949025280', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-01-18T05:47:55.801000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420746910470184', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'pls blackjack', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'lumberloonfreeze', 'public_flags': 0, 'primary_guild': None, 'id': '707396728944590879', 'global_name': 'lumberloonfreeze', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '10248edda03231031fbf8ba7ac1781fd'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:44] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:44] [DEBUG   ] discord.client: Dispatching event command
[2026-08-24 22:15:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-08-24T12:15:44.740000+00:00', 'pinned': False, 'nonce': '6525797320629873996', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1539632868559552586'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-19T13:51:21.037000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1541420748856623104', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'How much do you bet?', 'components': [], 'channel_type': 0, 'channel_id': '1539585182036660334', 'author': {'username': 'The Dealer', 'public_flags': 0, 'primary_guild': None, 'id': '1539631784441155634', 'global_name': None, 'display_name_styles': None, 'discriminator': '1177', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '34a38aa562e3bd6c507a33411cb439cf'}, 'attachments': [], 'guild_id': '1197417067352174723'}}
[2026-08-24 22:15:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-24 22:15:44] [DEBUG   ] discord.client: Dispatching event message
[2026-08-24 22:15:44] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages with {"content":"How much do you bet? ","components":[],"nonce":"6525797320629873996","enforce_nonce":true,"tts":false} has returned 200
[2026-08-24 22:15:44] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1539585182036660334/messages has received {'type': 0, 'content': 'How much do you bet?', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-08-24T12:15:44.740000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1541420748856623104', 'channel_id': '1539585182036660334', 'author': {'id': '1539631784441155634', 'username': 'The Dealer', 'avatar': '34a38aa562e3bd6c507a33411cb439cf', 'discriminator': '1177', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6525797320629873996'}
